Program,Year,Period,Geo Level,State,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Value,CV (%)
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,ELKHART,39,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",129.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,FULTON,49,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",124.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,KOSCIUSKO,85,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",127.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,MARSHALL,99,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",130.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,MIAMI,103,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,ST. JOSEPH,141,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",125.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,WABASH,169,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",135.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTHEAST,30,ADAMS,1,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",128.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTHEAST,30,ALLEN,3,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",130.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTHEAST,30,DE KALB,33,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",120.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTHEAST,30,HUNTINGTON,69,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",129.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTHEAST,30,LAGRANGE,87,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",119.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTHEAST,30,NOBLE,113,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",121.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTHEAST,30,STEUBEN,151,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",116.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTHEAST,30,WELLS,179,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTHEAST,30,WHITLEY,183,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",127.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTHWEST,10,BENTON,7,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",140.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTHWEST,10,JASPER,73,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",129.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTHWEST,10,LA PORTE,91,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",134.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTHWEST,10,LAKE,89,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",125.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTHWEST,10,NEWTON,111,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",139.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTHWEST,10,PORTER,127,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTHWEST,10,PULASKI,131,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",128.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTHWEST,10,STARKE,149,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",127.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,NORTHWEST,10,WHITE,181,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,BROWN,13,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,CRAWFORD,25,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",98.4,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,FLOYD,43,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",109.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,HARRISON,61,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",95.4,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,JACKSON,71,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",113.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,LAWRENCE,93,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",99.4,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,MONROE,105,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",113.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,ORANGE,117,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",111.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,PERRY,123,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,WASHINGTON,175,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",101.4,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHEAST,90,CLARK,19,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",100.4,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHEAST,90,DEARBORN,29,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",110.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHEAST,90,FRANKLIN,47,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",130.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHEAST,90,JEFFERSON,77,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",109.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHEAST,90,JENNINGS,79,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",120.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHEAST,90,OHIO,115,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",118.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHEAST,90,RIPLEY,137,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",117.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHEAST,90,SCOTT,143,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",116.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHEAST,90,SWITZERLAND,155,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHWEST,70,DAVIESS,27,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",117.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHWEST,70,DUBOIS,37,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",119.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHWEST,70,GIBSON,51,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",127.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHWEST,70,GREENE,55,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",117.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHWEST,70,KNOX,83,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",113.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHWEST,70,MARTIN,101,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",104.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHWEST,70,PIKE,125,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",108.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHWEST,70,POSEY,129,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",116.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHWEST,70,SPENCER,147,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",119.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHWEST,70,SULLIVAN,153,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",121.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHWEST,70,VANDERBURGH,163,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",119.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,SOUTHWEST,70,WARRICK,173,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",111.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,CLAY,21,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",129.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,FOUNTAIN,45,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",132.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,MONTGOMERY,107,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",141.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,OWEN,119,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",118.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,PARKE,121,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",132.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,PUTNAM,133,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",132.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,TIPPECANOE,157,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",144.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,VERMILLION,165,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133.6,
SURVEY,1990,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,VIGO,167,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",125.5,
SURVEY,1990,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,WARREN,171,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",142.6,
SURVEY,1989,YEAR,COUNTY,INDIANA,CENTRAL,50,BARTHOLOMEW,5,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",132,
SURVEY,1989,YEAR,COUNTY,INDIANA,CENTRAL,50,BOONE,11,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",139,
SURVEY,1989,YEAR,COUNTY,INDIANA,CENTRAL,50,CLINTON,23,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",143.1,
SURVEY,1989,YEAR,COUNTY,INDIANA,CENTRAL,50,DECATUR,31,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133,
SURVEY,1989,YEAR,COUNTY,INDIANA,CENTRAL,50,GRANT,53,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",134,
SURVEY,1989,YEAR,COUNTY,INDIANA,CENTRAL,50,HAMILTON,57,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",137,
SURVEY,1989,YEAR,COUNTY,INDIANA,CENTRAL,50,HANCOCK,59,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",136,
SURVEY,1989,YEAR,COUNTY,INDIANA,CENTRAL,50,HENDRICKS,63,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",139,
SURVEY,1989,YEAR,COUNTY,INDIANA,CENTRAL,50,HOWARD,67,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",142.1,
SURVEY,1989,YEAR,COUNTY,INDIANA,CENTRAL,50,JOHNSON,81,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",135,
SURVEY,1989,YEAR,COUNTY,INDIANA,CENTRAL,50,MADISON,95,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",142.1,
SURVEY,1989,YEAR,COUNTY,INDIANA,CENTRAL,50,MARION,97,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",137,
SURVEY,1989,YEAR,COUNTY,INDIANA,CENTRAL,50,MORGAN,109,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",141.1,
SURVEY,1989,YEAR,COUNTY,INDIANA,CENTRAL,50,RUSH,139,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",136,
SURVEY,1989,YEAR,COUNTY,INDIANA,CENTRAL,50,SHELBY,145,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",134,
SURVEY,1989,YEAR,COUNTY,INDIANA,CENTRAL,50,TIPTON,159,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",140.1,
SURVEY,1989,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,BLACKFORD,9,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",118.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,DELAWARE,35,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",131,
SURVEY,1989,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,FAYETTE,41,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",124.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,HENRY,65,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",113.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,JAY,75,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",106.8,
SURVEY,1989,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,RANDOLPH,135,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",117.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,UNION,161,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",125.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,EAST CENTRAL,60,WAYNE,177,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",118.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,CARROLL,15,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",145.1,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,CASS,17,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",142.1,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,ELKHART,39,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",135,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,FULTON,49,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,KOSCIUSKO,85,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",128,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,MARSHALL,99,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",125.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,MIAMI,103,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",136,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,ST. JOSEPH,141,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTH CENTRAL,20,WABASH,169,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",139,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTHEAST,30,ADAMS,1,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",117.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTHEAST,30,ALLEN,3,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTHEAST,30,DE KALB,33,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",117.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTHEAST,30,HUNTINGTON,69,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",128,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTHEAST,30,LAGRANGE,87,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",121.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTHEAST,30,NOBLE,113,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",119.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTHEAST,30,STEUBEN,151,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTHEAST,30,WELLS,179,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",118.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTHEAST,30,WHITLEY,183,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",120.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTHWEST,10,BENTON,7,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",143.1,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTHWEST,10,JASPER,73,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",136,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTHWEST,10,LA PORTE,91,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",136,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTHWEST,10,LAKE,89,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",123.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTHWEST,10,NEWTON,111,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",138,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTHWEST,10,PORTER,127,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",135,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTHWEST,10,PULASKI,131,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",125.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTHWEST,10,STARKE,149,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",128,
SURVEY,1989,YEAR,COUNTY,INDIANA,NORTHWEST,10,WHITE,181,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",144.1,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,BROWN,13,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",124.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,CRAWFORD,25,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,FLOYD,43,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",121.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,HARRISON,61,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",124.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,JACKSON,71,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,LAWRENCE,93,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",121.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,MONROE,105,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",123.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,ORANGE,117,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",117.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,PERRY,123,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",119.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTH CENTRAL,80,WASHINGTON,175,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",115.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHEAST,90,CLARK,19,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",124.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHEAST,90,DEARBORN,29,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",132,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHEAST,90,FRANKLIN,47,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",123.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHEAST,90,JEFFERSON,77,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHEAST,90,JENNINGS,79,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",131,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHEAST,90,OHIO,115,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",108.8,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHEAST,90,RIPLEY,137,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",123.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHEAST,90,SCOTT,143,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHEAST,90,SWITZERLAND,155,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",131,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHWEST,70,DAVIESS,27,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",140.1,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHWEST,70,DUBOIS,37,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",137,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHWEST,70,GIBSON,51,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",134,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHWEST,70,GREENE,55,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",131,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHWEST,70,KNOX,83,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",140.1,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHWEST,70,MARTIN,101,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",129,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHWEST,70,PIKE,125,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",140.1,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHWEST,70,POSEY,129,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",141.1,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHWEST,70,SPENCER,147,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",127,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHWEST,70,SULLIVAN,153,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",136,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHWEST,70,VANDERBURGH,163,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",139,
SURVEY,1989,YEAR,COUNTY,INDIANA,SOUTHWEST,70,WARRICK,173,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",125.9,
SURVEY,1989,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,CLAY,21,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",140.1,
SURVEY,1989,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,FOUNTAIN,45,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",138,
SURVEY,1989,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,MONTGOMERY,107,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",144.1,
SURVEY,1989,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,OWEN,119,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133,
SURVEY,1989,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,PARKE,121,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",132,
SURVEY,1989,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,PUTNAM,133,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",135,
SURVEY,1989,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,TIPPECANOE,157,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",139,
SURVEY,1989,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,VERMILLION,165,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",136,
SURVEY,1989,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,VIGO,167,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133,
SURVEY,1989,YEAR,COUNTY,INDIANA,WEST CENTRAL,40,WARREN,171,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",144.1,
SURVEY,1988,YEAR,COUNTY,INDIANA,CENTRAL,50,BARTHOLOMEW,5,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",79.1,
SURVEY,1988,YEAR,COUNTY,INDIANA,CENTRAL,50,BOONE,11,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",89.1,
SURVEY,1988,YEAR,COUNTY,INDIANA,CENTRAL,50,CLINTON,23,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",95.1,
SURVEY,1988,YEAR,COUNTY,INDIANA,CENTRAL,50,DECATUR,31,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",90.1,
SURVEY,1988,YEAR,COUNTY,INDIANA,CENTRAL,50,GRANT,53,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",93.1,
